sample,Barcode,Pond_ID,Device,County,Easting,Northing,Survey_ID,PilotArea,Max_Depth,Approx_Circ,Max_Width,Max_Length,Pond_Area,Pond_Density,Overhang,Shading,Macrophytes,HSI,Permanance,Quality,Pond_Substrate,Inflow,Outflow,Pollution,Amphibians,Waterfowl,Fish,Woodland,Rough_Grass,Scrub_Hedge,Ruderals,Terrestrial_Other,Overall_Habitat_Score,HSI_Band,ESRI_OID
F82,S14-023728,TF27NW_191,T25,Lincoln,524618.89,379344.35,T26-40,"Wragby, Lincolnshire",1,57,7,21,150,12.1,0,0,10,0.607929823,Never dries,Poor,Clay;Concrete,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,463
F83,S14-023755,TF27NW_197,T21,Lincoln,524666.82,379298.47,T26-36,"Wragby, Lincolnshire",0.5,69,7,30,200,4.46,10,0,30,0.654601185,Never dries,Poor,Clay,Present,Present,Present,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,468
F84,S14-023798,TQ94SW_2828,T9,Kent,590201.28,143912.45,T30-34,"Ashford, Kent",0.5,75,17,22,300,26.43,100,100,0,0.642887129,Sometimes dries,Moderate,Clay,Present,Present,Absent,None,Absent,Absent,Important,None,None,None,None,Good,Average,679
F85,S14-023800,TQ83NE_470,T14,Kent,587092.95,139000.2,T25-120,"Ashford, Kent",1,90,20,25,450,3.18,100,100,0,0.588408856,Never dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,None,Important,Important,None,None,Poor,Below Average,517
F86,S14-023731,TF27NW_200,T21,Lincoln,524681.42,379273.37,T26-37,"Wragby, Lincolnshire",0.5,20,6,4,50,2.87,0,0,10,0.539632948,Rarely dries,Poor,Clay,Present,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Below Average,471
F87,S14-023886,TF27NW_198,T21,Lincoln,524646.04,379356.77,T26-34,"Wragby, Lincolnshire",0.2,46,1,22,50,4.46,10,10,80,0.612298725,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Absent,Possible,Some,Important,Some,None,Some,Poor,Average,469
F88,S14-023775,TF27NW_188,T21,Lincoln,524600.26,379404.23,T26-30,"Wragby, Lincolnshire",0.1,20,4,8,50,16.88,10,10,80,0.612298725,Sometimes dries,Moderate,Concrete,Absent,Present,Absent,None,Absent,Possible,None,Important,Some,None,Some,Poor,Average,460
F89,S14-023842,TQ83NE_557,T14,Kent,586057.32,137906.74,T25-158,"Ashford, Kent",2,340,40,100,2500,19.43,80,80,20,0.747754596,Never dries,Moderate,Clay,Present,Absent,Absent,C.frog ad;C.frog spawn,Absent,Possible,Some,Important,Important,None,Important,Moderate,Good,535
F9,S14-023730,TF18SE_344,T22,Lincoln,516479.96,381360.87,T6-74,"Wragby, Lincolnshire",1,57,5,12,50,9.55,10,10,0,0.650020549,Rarely dries,Moderate,Clay,Present,Absent,Absent,None,Absent,Absent,None,Some,Important,Some,None,Moderate,Average,427
F90,S14-023739,TF17NE_56,T22,Lincoln,517577.42,377956.79,T6-107,"Wragby, Lincolnshire",1,32,6,10,50,2.55,0,0,10,0.524068405,Sometimes dries,Poor,Clay,Present,Absent,Absent,None,Absent,Absent,None,None,None,Some,Some,Poor,Below Average,334
F91,S14-023835,TQ83NE_547,T14,Kent,586057.75,139111.79,T25-35,"Ashford, Kent",1.5,180,40,70,2400,37.9,50,60,20,0.764822287,Never dries,Poor,Clay,Absent,Present,Absent,None,Absent,Absent,Some,None,Important,None,None,Moderate,Good,532
F92,S14-023812,TQ83NE_806,T14,Kent,587374.69,138133.79,T25-139,"Ashford, Kent",1,125,30,40,1000,40.13,30,40,10,0.731493035,Never dries,Poor,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,Important,None,None,Moderate,Good,559
F93,S14-024043,TF28SW_423,T21,Lincoln,520249.37,382859.91,T26-69,"Wragby, Lincolnshire",0.5,43,12,18,100,4.14,0,0,70,0.781790377,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,Important,Important,Important,None,Some,Good,Good,485
F94,S14-024358,SJ55NE_585,T20,Cheshire,359128.32,355547.35,T5-27,"Nantwich, Cheshire",0.5,40,15,15,180,8.28,0,0,70,0.759620098,Sometimes dries,Good,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,Some,Some,Some,Moderate,Good,40
F95,S14-024354,SJ65SW_1344,T20,Cheshire,364634.29,354129.18,T10-111,"Nantwich, Cheshire",0.5,120,20,40,400,1.27,60,50,30,0.664607404,Sometimes dries,Poor,Clay,Present,Absent,Absent,None,Minor,Possible,Some,None,Some,Some,Some,Moderate,Average,266
F96,S14-023830,TF17NE_21,T29,Lincoln,515121.59,379210.34,T6-128,"Wragby, Lincolnshire",0.5,75,10,30,250,3.5,30,50,80,0.890876014,Rarely dries,Good,Clay,Present,Present,Absent,None,Absent,Absent,None,Important,Important,Some,None,Moderate,Excellent,320
F97,S14-024315,SJ64NW_185,T16,Cheshire,362851.13,349415.06,T4-37,"Nantwich, Cheshire",0.4,80,15,20,300,9.24,100,90,0,0.641921089,Sometimes dries,Poor,Clay,Absent,Absent,Absent,None,Absent,Absent,Some,Important,Important,Some,Some,Good,Average,88
F98,S14-024151,TF07NE_133,T22,Lincoln,507958.99,377242.26,T8-98,"Wragby, Lincolnshire",1,54,7,20,140,8.92,0,0,40,0.673690914,Rarely dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,None,Some,None,None,Poor,Average,308
F99,S14-025243,SJ66SW_1126,T18,Cheshire,363448.49,360468.08,T4-79,"Nantwich, Cheshire",0.4,200,28,62,1100,22.61,0,0,20,0.757564256,Sometimes dries,Moderate,Clay,Absent,Absent,Absent,None,Minor,Absent,None,Some,Important,Some,Some,Moderate,Good,296
